,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
18240,244331,278,1,30/06/2014,1198,1,1,0,0,13352.547
18241,512140,548,3,30/01/2013,328,1,0,0,0,3882.13
18242,636736,109,6,27/12/2014,760,1,0,0,0,7213.3325
18243,646367,85,5,09/05/2014,967,1,1,0,0,7536.5244
18244,59536,460,6,01/06/2013,193,1,0,0,0,1683.4777
18245,382351,148,5,10/05/2013,882,1,0,0,1,8046.404
18246,674791,500,2,28/05/2013,288,1,1,0,1,3826.0488
18247,160828,643,7,06/10/2013,0,0,0,0,0,-96.45216
18248,302587,131,4,31/01/2013,512,1,0,0,0,4754.921
18249,308530,867,7,24/03/2013,148,1,0,0,0,1561.2814
18250,15072,325,2,10/06/2014,635,1,0,0,1,5599.5127
18251,246820,126,1,01/07/2013,796,1,1,0,0,8532.447
18252,651049,456,2,15/04/2014,1118,1,1,0,1,10109.065
18253,512081,532,4,07/11/2013,1365,1,1,0,0,12028.273
18254,154460,1046,7,10/03/2013,0,0,0,0,0,99.27462
18255,489217,940,1,10/06/2013,758,1,0,0,0,6874.154
18256,522948,756,7,22/06/2014,0,0,0,0,0,140.73735
18257,77105,62,5,10/04/2015,695,1,0,0,1,6850.763
18258,221272,831,5,12/07/2013,1349,1,0,0,0,9568.365
18259,258475,894,4,03/01/2013,859,1,0,0,1,6581.5283
18260,621307,65,1,01/06/2015,635,1,1,0,0,8482.567
18261,148308,229,3,20/11/2013,710,1,1,0,0,8049.529
18262,663449,513,6,13/06/2015,1713,1,0,0,0,13473.749
18263,289738,81,4,24/01/2013,424,1,1,0,0,5026.106
18264,677777,1033,4,04/04/2013,1321,1,0,0,1,12398.686
18265,565655,750,7,15/03/2015,0,0,0,0,0,25.827068
18266,589029,607,5,11/01/2013,528,1,1,0,0,5198.3154
18267,616456,213,1,18/05/2015,790,1,1,0,0,11116.458
18268,302789,907,2,17/06/2014,958,1,1,0,0,9457.787
18269,235427,584,5,08/05/2015,479,1,1,0,0,5442.4243
18270,608541,789,5,31/10/2014,590,1,0,0,0,5556.3296
18271,606280,133,7,14/06/2015,0,0,0,0,0,-81.637276
18272,54933,246,1,15/12/2014,1284,1,1,0,0,13264.954
18273,667733,440,7,01/02/2015,0,0,0,0,0,0.5066679
18274,448578,720,3,27/05/2015,680,1,0,0,0,6501.002
18275,498019,909,2,20/01/2015,811,1,0,0,0,6335.508
18276,585388,785,6,15/03/2014,601,1,0,0,0,5375.8647
18277,276111,779,5,03/05/2013,870,1,1,0,0,7789.8706
18278,359647,69,7,06/04/2014,0,0,0,0,0,-12.6516695
18279,707681,41,1,01/04/2013,0,0,0,b,1,28.974077
18280,445731,397,3,22/01/2014,764,1,1,0,0,7325.9775
18281,327533,352,1,10/11/2014,679,1,1,0,0,8084.7534
18282,40604,27,4,07/02/2013,1162,1,1,0,0,9633.64
18283,507771,696,6,15/03/2014,710,1,0,0,0,6855.426
18284,143125,19,5,20/02/2015,673,1,1,0,0,7115.4644
18285,689309,596,3,16/04/2014,915,1,1,0,1,7946.148
18286,125313,174,6,24/05/2014,539,1,0,0,0,4948.4375
18287,500477,826,4,14/08/2014,707,1,0,0,1,5810.043
18288,689518,408,6,23/03/2013,517,1,0,0,0,5053.9795
18289,105601,71,2,06/01/2015,821,1,1,0,1,8907.803
18290,168026,1053,5,22/03/2013,995,1,1,0,1,8440.213
18291,632020,859,4,30/04/2015,919,1,1,0,0,8962.099
18292,456365,442,5,20/09/2013,382,1,0,0,0,3495.0234
18293,706191,941,6,04/07/2015,441,1,0,0,0,4882.716
18294,219449,440,2,13/05/2014,555,1,0,0,0,4836.265
18295,125193,1097,4,14/05/2015,2987,1,0,a,0,13804.122
18296,258588,432,2,15/04/2014,2000,1,1,0,0,14849.864
18297,676018,689,1,08/09/2014,640,1,0,0,0,5575.7046
18298,593153,389,1,20/01/2014,1519,1,1,0,0,15093.38
18299,156923,110,3,08/01/2014,577,1,1,0,0,5999.3677
18300,252317,499,2,22/01/2013,602,1,1,0,0,5921.7437
18301,477359,1076,4,12/06/2014,524,1,0,0,0,4495.289
18302,491924,602,3,01/04/2015,772,1,1,0,1,8694.72
18303,170783,256,5,20/12/2013,1943,1,1,0,0,17476.645
18304,663120,793,7,23/02/2014,0,0,0,0,0,-192.60893
18305,570707,1102,2,14/05/2013,826,1,1,0,0,8217.996
18306,158215,403,2,26/03/2013,932,1,1,0,1,8807.459
18307,496073,418,2,29/07/2014,539,1,1,0,1,5957.9565
18308,73168,87,4,13/02/2014,770,1,0,0,0,5681.383
18309,217472,30,4,11/12/2014,578,1,0,0,0,5191.504
18310,234486,495,6,28/03/2015,373,1,0,0,0,4030.1768
18311,566256,519,6,18/10/2014,507,1,0,0,0,4767.4424
18312,135638,97,1,28/04/2014,925,1,1,0,0,10174.01
18313,675165,558,6,17/01/2015,399,1,0,0,0,3707.1223
18314,496879,594,7,02/11/2014,0,0,0,0,0,-13.374384
18315,509175,885,1,16/06/2014,821,1,1,0,0,9259.868
18316,540499,1105,6,20/06/2015,570,1,0,0,0,5696.059
18317,141586,73,3,20/03/2013,505,1,1,0,0,5012.1963
18318,701958,856,7,28/04/2013,0,0,0,0,0,-38.45459
18319,504597,1069,2,21/01/2014,798,1,1,0,0,8018.789
18320,590551,404,2,13/05/2014,606,1,0,0,0,5078.352
18321,346909,146,2,05/02/2013,683,1,1,0,0,7797.9634
18322,668416,647,7,06/10/2013,0,0,0,0,0,-96.45216
18323,631908,957,3,29/07/2015,860,1,1,0,1,8128.7725
18324,373845,476,3,20/11/2013,0,0,1,a,0,20.41096
18325,514239,309,4,28/11/2013,517,1,0,0,0,5722.9536
18326,169078,294,3,05/02/2014,863,1,1,0,0,7958.14
18327,165869,366,5,26/07/2013,470,1,0,0,1,4210.2275
18328,528736,539,5,24/07/2015,1026,1,0,0,0,9208.602
18329,458590,394,6,06/04/2013,668,1,0,0,0,6467.722
18330,577614,704,5,03/05/2013,1252,1,1,0,0,11309.096
18331,37895,626,5,01/05/2015,0,0,1,a,0,87.61006
18332,396768,653,2,17/12/2013,780,1,1,0,0,9317.261
18333,101439,955,1,30/06/2014,676,1,1,0,0,7513.4683
18334,439134,313,2,16/06/2015,786,1,1,0,0,8374.267
18335,297046,309,1,09/02/2015,512,1,0,0,0,5147.912
18336,181451,345,7,08/09/2013,0,0,0,0,0,121.96288
18337,181387,446,6,08/02/2014,335,1,0,0,0,2855.3037
18338,594029,1085,2,29/01/2013,668,1,0,0,0,5510.4854
18339,354240,914,3,12/02/2014,1039,1,0,0,0,7845.096
18340,216137,735,5,31/07/2015,594,1,1,0,1,7011.9106
18341,118230,38,4,28/05/2015,435,1,0,0,0,4182.048
18342,226153,90,6,07/03/2015,1070,1,0,0,0,8077.2783
18343,569775,999,1,08/09/2014,571,1,0,0,0,5552.1704
18344,413588,715,2,23/12/2014,1142,1,0,0,1,11547.55
18345,460607,477,5,27/03/2015,447,1,0,0,0,4914.3438
18346,540612,480,6,04/07/2015,332,1,0,0,0,3007.4492
18347,169205,817,3,04/03/2015,2846,1,1,0,0,21440.81
18348,577413,390,5,11/10/2013,1165,1,1,0,1,10122.252
18349,226513,738,2,21/01/2014,712,1,1,0,0,8481.626
18350,259357,855,4,20/02/2014,621,1,1,0,0,5730.5303
18351,156442,1087,1,21/01/2013,657,1,1,0,0,7049.403
18352,655162,601,3,21/01/2015,308,1,0,0,0,3416.0813
18353,418747,1041,7,23/02/2014,0,0,0,0,0,-209.58359
18354,516719,1025,4,05/02/2015,832,1,1,0,0,7308.839
18355,660211,300,2,12/08/2014,766,1,0,0,1,6046.239
18356,690584,420,3,18/06/2014,480,1,1,0,1,5297.3677
18357,677558,25,4,12/06/2014,1541,1,0,0,0,10232.111
18358,178598,610,1,01/12/2014,818,1,1,0,0,8605.141
18359,489738,317,7,24/02/2013,0,0,0,0,0,-45.069954
18360,145549,1084,3,01/01/2014,0,0,0,a,1,-105.999214
18361,322791,609,6,17/01/2015,264,1,0,0,0,2436.1401
18362,188969,697,3,03/06/2015,1250,1,1,0,0,11975.513
18363,453662,967,5,18/01/2013,995,1,0,0,0,7295.22
18364,402392,46,5,23/08/2013,521,1,0,0,1,4376.006
18365,649760,693,6,08/06/2013,367,1,0,0,0,3708.9578
18366,533660,722,1,27/05/2013,1613,1,1,0,0,12533.201
18367,535374,529,6,14/09/2013,693,1,0,0,0,6527.5845
18368,423867,539,6,30/11/2013,1397,1,0,0,0,12519.637
18369,596599,339,7,21/07/2013,0,0,0,0,0,120.25506
18370,60467,394,6,26/04/2014,724,1,0,0,0,7110.4355
18371,578316,1099,7,30/11/2014,0,0,0,0,0,-13.982199
18372,182409,322,4,04/07/2013,701,1,1,0,0,7333.1177
18373,541154,235,4,21/05/2015,517,1,1,0,0,6383.129
18374,104945,344,5,26/09/2014,935,1,0,0,0,7427.03
18375,682319,256,2,21/07/2015,923,1,0,0,1,7180.275
18376,332171,684,3,11/09/2013,689,1,1,0,1,7012.1177
18377,166182,550,3,23/07/2014,451,1,0,0,0,4099.3535
18378,106112,785,4,15/01/2015,627,1,1,0,0,5985.3003
18379,628447,377,6,11/10/2014,791,1,0,0,0,6597.304
18380,349937,845,7,05/05/2013,0,0,0,0,0,206.6169
18381,298168,123,7,13/07/2014,0,0,0,0,0,-88.26117
18382,105828,943,4,02/01/2014,596,1,0,0,1,5785.7144
18383,632410,321,6,29/06/2013,667,1,0,0,0,6756.138
18384,369439,900,6,02/03/2013,421,1,0,0,0,4058.8909
18385,350330,726,3,06/08/2014,1017,1,1,0,1,9971.099
18386,626673,398,4,12/12/2013,624,1,0,0,0,5632.88
18387,669022,1013,7,05/04/2015,0,0,0,0,0,61.984093
18388,321771,960,4,24/07/2014,560,1,0,0,0,4826.235
18389,206510,1041,1,22/06/2015,609,1,0,0,0,5198.441
18390,568592,5,7,11/01/2015,0,0,0,0,0,-47.782406
18391,525894,249,4,05/06/2014,576,1,1,0,0,6461.331
18392,122464,1006,7,25/05/2014,0,0,0,0,0,108.45023
18393,19357,1079,4,24/04/2014,560,1,0,0,1,5936.281
18394,154110,922,5,05/06/2015,855,1,1,0,0,8037.0435
18395,4642,312,5,29/05/2015,582,1,0,0,0,5670.4585
18396,411125,509,7,05/04/2015,0,0,0,0,1,154.36737
18397,554105,1007,4,22/01/2015,703,1,0,0,0,4838.9907
18398,388715,530,5,19/04/2013,546,1,0,0,0,4626.0093
18399,196902,463,2,27/05/2014,1080,1,0,0,0,7463.231
18400,124643,798,3,06/08/2014,1004,1,1,0,1,9595.066
18401,502603,639,5,03/04/2015,0,0,1,b,1,150.28648
18402,414042,168,7,07/07/2013,0,0,0,0,0,43.083908
18403,663987,278,1,30/12/2013,1010,1,0,0,1,9479.927
18404,657096,352,3,20/05/2015,592,1,1,0,0,7005.82
18405,568312,577,7,19/07/2015,0,0,0,0,0,37.82359
18406,294079,411,7,31/05/2015,0,0,0,0,0,211.45348
18407,157090,146,7,14/04/2013,0,0,0,0,0,-18.960794
18408,602725,41,2,14/04/2015,417,1,1,0,0,5604.9165
18409,463207,733,2,09/07/2013,3416,1,0,0,0,13637.587
18410,191329,1053,1,20/01/2014,1391,1,1,0,0,13064.477
18411,279901,765,4,07/02/2013,576,1,1,0,0,6144.2104
18412,377084,761,5,10/04/2015,951,1,0,0,1,7790.384
18413,353144,881,7,08/03/2015,0,0,0,0,0,-95.20734
18414,680163,896,6,19/10/2013,1015,1,0,0,0,6797.1484
18415,276448,906,3,01/01/2014,0,0,0,a,1,5.968317
18416,533052,220,6,26/01/2013,460,1,0,0,0,3794.7476
18417,23557,1077,7,01/09/2013,0,0,0,0,0,-53.972378
18418,659615,530,2,10/09/2013,764,1,1,0,0,8056.2466
18419,591280,157,1,30/12/2013,1132,1,0,0,1,10858.558
18420,50274,1111,6,21/06/2014,273,1,0,0,0,3268.228
18421,200001,296,5,24/01/2014,727,1,1,0,0,6766.935
18422,410075,944,4,24/01/2013,1109,1,1,0,0,7417.559
18423,290034,354,1,27/07/2015,807,1,1,0,1,10012.523
18424,434308,561,6,10/08/2013,447,1,0,0,0,4055.122
18425,95266,395,4,16/07/2015,512,1,1,0,1,5322.405
18426,607930,175,1,24/03/2014,617,1,0,0,0,5363.488
18427,267074,349,1,13/10/2014,927,1,0,0,0,7066.048
18428,16326,542,2,22/01/2013,637,1,1,0,0,6713.5073
18429,46638,421,4,25/07/2013,958,1,0,0,1,7374.071
18430,324684,229,2,03/12/2013,820,1,1,0,0,9726.723
18431,132768,11,5,17/04/2015,1035,1,1,0,1,8391.293
18432,510188,902,3,06/05/2015,648,1,1,0,0,6770.5576
18433,343875,408,7,21/04/2013,0,0,0,0,0,-14.384044
18434,293869,825,3,25/12/2013,0,0,0,c,1,-1.6388682
18435,319580,761,2,19/11/2013,1078,1,1,0,0,8992.976
18436,533800,1105,6,18/01/2014,479,1,0,0,0,5016.8115
18437,703744,1084,7,14/07/2013,0,0,0,0,1,-45.395187
18438,120626,149,5,01/05/2015,0,0,1,a,0,248.87206
18439,62354,350,4,18/07/2013,533,1,1,0,1,6267.3843
18440,626844,214,6,09/02/2013,827,1,0,0,0,9198.253
18441,543595,818,2,06/05/2014,744,1,1,0,0,7350.0986
18442,443750,961,4,11/12/2014,676,1,0,0,0,5957.1655
18443,75749,133,1,11/11/2013,704,1,0,0,0,5734.383
18444,17265,287,4,01/01/2015,0,0,0,a,1,125.63166
18445,669178,82,2,10/12/2013,918,1,0,0,0,8796.842
18446,125344,264,6,02/02/2013,1053,1,0,0,0,7907.912
18447,532724,391,1,20/04/2015,657,1,0,0,0,6231.0625
18448,598050,208,3,18/03/2015,423,1,1,0,0,4274.9556
18449,472989,194,1,11/03/2013,390,1,0,0,0,3808.0535
18450,436826,1038,7,04/01/2015,0,0,0,0,0,-8.533358
18451,491781,700,3,12/11/2014,566,1,1,0,0,5833.888
18452,449173,269,4,28/05/2015,982,1,0,0,0,7850.37
18453,237795,393,3,24/09/2014,448,1,0,0,0,4151.4185
18454,273957,694,4,12/02/2015,677,1,0,0,0,5954.9688
18455,439313,319,7,19/04/2015,0,0,0,0,0,-101.314835
18456,206304,314,7,18/01/2015,0,0,0,0,0,-64.073364
18457,242648,606,7,09/03/2014,0,0,0,0,0,-48.8016
18458,130494,961,6,23/11/2013,666,1,0,0,0,5836.913
18459,675787,562,1,09/06/2014,3461,1,0,a,0,22537.635
18460,520135,360,1,03/03/2014,1080,1,1,0,0,11265.632
18461,73493,507,7,12/05/2013,0,0,0,0,0,123.262596
18462,644988,465,6,08/06/2013,566,1,0,0,0,5253.2085
18463,503959,669,3,17/04/2013,308,1,0,0,0,3185.3218
18464,287973,1076,2,21/01/2014,591,1,1,0,0,6160.347
18465,120349,269,4,06/02/2014,1407,1,1,0,0,11433.692
18466,701543,453,3,11/02/2015,678,1,0,0,0,5400.2764
18467,282863,1064,6,22/03/2014,903,1,0,0,0,7461.033
18468,349103,651,2,05/03/2013,1134,1,1,0,0,9997.436
18469,466309,276,3,10/09/2014,510,1,0,0,0,4612.6436
18470,413671,941,5,14/02/2014,506,1,0,0,0,5071.0493
18471,312618,896,3,22/07/2015,937,1,0,0,1,7486.621
18472,387393,10,5,03/05/2013,681,1,1,0,0,6732.9204
18473,508524,225,5,24/04/2015,471,1,0,0,0,5233.242
18474,115794,417,6,04/10/2014,675,1,0,0,0,6477.3423
18475,431839,1112,7,23/11/2014,0,0,0,0,0,-3.9024534
18476,306830,1055,2,05/05/2015,953,1,1,0,0,9000.506
18477,411210,873,6,16/03/2013,303,1,0,0,0,2806.0217
18478,42304,1079,6,16/02/2013,511,1,0,0,0,5333.2036
18479,248690,264,7,12/10/2014,0,0,0,0,0,-266.05847
18480,179072,666,7,12/04/2015,0,0,0,0,0,-201.59373
18481,670579,1022,6,01/02/2014,778,1,0,0,0,6983.1616
18482,298642,885,6,18/04/2015,801,1,0,0,0,7206.5176
18483,280191,707,2,25/06/2013,899,1,0,0,0,7269.0015
18484,14479,1098,5,18/04/2014,0,0,1,b,1,-29.778027
18485,644720,739,6,14/06/2014,828,1,0,0,0,7703.606
18486,445154,806,5,24/07/2015,421,1,0,0,0,4848.664
18487,21343,963,3,31/12/2014,365,1,0,0,1,3227.8142
18488,347022,114,3,13/11/2013,522,1,0,0,0,4743.2637
18489,422858,924,5,15/03/2013,437,1,0,0,0,4524.3193
18490,487529,141,2,12/08/2014,495,1,0,0,1,4398.14
18491,32052,725,6,28/12/2013,633,1,0,0,0,6773.684
18492,215368,807,1,01/12/2014,1183,1,1,0,0,14106.695
18493,374119,64,7,14/04/2013,0,0,0,0,0,200.86934
18494,112002,255,5,28/03/2014,603,1,0,0,0,5355.805
18495,167652,583,7,31/05/2015,0,0,0,0,0,99.11111
18496,67579,224,1,18/02/2013,531,1,1,0,0,6659.928
18497,517891,453,4,19/02/2015,630,1,1,0,0,6184.3726
18498,282309,286,3,29/04/2015,529,1,1,0,0,6621.9043
18499,554140,94,3,27/08/2014,531,1,0,0,0,4865.606
18500,140326,990,1,07/10/2013,732,1,1,0,0,7708.1733
18501,479188,397,4,19/06/2014,0,0,1,a,0,-87.51759
18502,556897,372,6,16/02/2013,720,1,0,0,0,7529.4844
18503,594239,1104,7,22/12/2013,0,0,0,0,0,141.10841
18504,296361,283,7,08/12/2013,0,0,0,0,0,99.53198
18505,263059,411,1,08/06/2015,698,1,0,0,0,6914.9297
18506,463847,220,2,19/02/2013,793,1,1,0,0,7368.303
18507,205398,357,7,07/12/2014,0,0,0,0,0,86.02244
18508,410010,927,1,25/11/2013,800,1,0,0,0,5981.522
18509,145077,740,5,25/01/2013,563,1,1,0,0,6844.34
18510,166069,38,1,30/03/2015,855,1,1,0,1,10112.5205
18511,665210,657,6,23/02/2013,581,1,0,0,0,5416.609
18512,441116,480,4,09/01/2014,715,1,1,0,0,6842.095
18513,277517,206,1,03/03/2014,926,1,1,0,0,9382.918
18514,573987,489,6,28/09/2013,298,1,0,0,0,2899.7996
18515,660075,717,2,20/01/2015,460,1,0,0,0,4743.7563
18516,265914,151,3,24/06/2015,552,1,0,0,0,5341.311
18517,47862,909,4,07/11/2013,1120,1,1,0,0,10245.19
18518,247401,367,6,31/08/2013,549,1,0,0,0,5745.3228
18519,420571,571,2,03/02/2015,538,1,1,0,0,7150.662
18520,197616,138,6,11/10/2014,294,1,0,0,0,3127.9915
18521,489179,1016,2,09/04/2013,555,1,1,0,0,6446.9175
18522,338690,473,3,25/06/2014,383,1,0,0,0,3607.617
18523,136886,199,4,14/08/2014,543,1,0,0,1,5250.7437
18524,478906,510,4,16/04/2015,839,1,1,0,0,7203.851
18525,510994,539,1,18/11/2013,1330,1,1,0,0,12661.193
18526,364036,894,7,14/09/2014,0,0,0,0,0,-103.204575
18527,557113,976,1,07/07/2014,776,1,0,0,1,6523.483
18528,529400,372,2,07/01/2014,823,1,1,0,1,9609.571
18529,512561,553,3,28/08/2013,507,1,1,0,1,5281.1084
18530,32377,691,2,08/10/2013,651,1,1,0,0,7437.5723
18531,315906,111,4,20/06/2013,575,1,1,0,0,5558.7974
18532,555926,1059,6,16/02/2013,1145,1,0,0,0,8591.354
18533,326491,769,3,15/01/2014,2791,1,0,0,0,9679.45
18534,320877,628,3,08/05/2013,843,1,0,0,0,6789.207
18535,633350,725,3,12/06/2013,524,1,0,0,0,4780.581
18536,630623,115,1,09/03/2015,457,1,0,0,0,4469.0757
18537,574384,618,6,24/01/2015,445,1,0,0,0,5184.9316
18538,9184,805,5,01/11/2013,0,0,0,a,0,333.89792
18539,278076,511,6,04/04/2015,1010,1,0,0,1,7646.5063
18540,432599,29,7,01/09/2013,0,0,0,0,0,0.746572
18541,70274,158,5,14/06/2013,523,1,0,0,0,5562.8555
18542,34354,889,1,02/12/2013,635,1,1,0,0,8110.4956
18543,492680,179,6,10/05/2014,960,1,0,0,0,7748.019
18544,202293,811,7,13/04/2014,0,0,0,0,0,-76.9064
18545,463986,1032,2,03/03/2015,1154,1,1,0,0,11682.01
18546,347401,1111,1,29/07/2013,673,1,1,0,1,7677.636
18547,369890,603,2,14/10/2014,963,1,0,0,0,6528.6733
18548,701418,687,4,07/03/2013,743,1,1,0,0,7461.605
18549,374117,671,4,24/04/2014,533,1,0,0,1,4762.117
18550,154412,655,2,26/05/2015,709,1,0,0,1,6566.465
18551,202525,944,2,07/05/2013,1177,1,0,0,0,7044.4897
18552,140017,170,1,14/01/2013,494,1,0,0,0,4556.284
18553,704960,1005,5,11/01/2013,1000,1,1,0,0,7673.477
18554,146085,172,3,27/05/2015,866,1,0,0,1,7304.3965
18555,207898,257,4,13/06/2013,689,1,0,0,0,5648.544
18556,501301,1100,3,25/12/2013,0,0,0,c,1,-136.66039
18557,570554,43,7,14/12/2014,0,0,0,0,0,135.0068
18558,6434,650,5,10/01/2014,746,1,1,0,0,7255.833
18559,322527,425,5,01/03/2013,458,1,0,0,0,4002.5972
18560,84797,535,1,12/08/2013,1156,1,1,0,1,12214.082
18561,340265,875,5,08/11/2013,536,1,1,0,0,5796.9434
18562,237272,109,4,06/06/2013,705,1,1,0,0,6379.5923
18563,540864,471,4,10/04/2014,507,1,0,0,0,4523.946
18564,664677,543,1,04/03/2013,342,1,1,0,0,4495.588
18565,362986,154,4,26/03/2015,656,1,0,0,0,6419.737
18566,66283,772,7,05/10/2014,0,0,0,0,0,-128.99438
18567,268813,826,6,31/08/2013,647,1,0,0,0,5663.7637
18568,27612,394,2,29/07/2014,688,1,1,0,1,8089.883
18569,440896,805,6,09/11/2013,651,1,0,0,0,7191.7803
18570,138225,887,2,05/08/2014,662,1,1,0,1,7037.8047
18571,21336,786,7,17/02/2013,0,0,0,0,0,-83.61796
18572,401895,486,7,10/02/2013,0,0,0,0,0,-105.919495
18573,355686,514,6,22/03/2014,485,1,0,0,0,4763.2373
18574,516558,61,4,06/11/2014,504,1,1,0,0,5727.7603
18575,77049,1089,4,28/02/2013,970,1,0,0,0,9162.205
18576,130881,758,2,18/11/2014,658,1,0,0,0,5714.14
18577,439063,341,2,06/08/2013,662,1,0,0,1,5798.466
18578,106722,437,2,01/01/2013,0,0,0,a,1,-92.866234
18579,696732,436,6,07/09/2013,401,1,0,0,0,3489.5996
18580,102998,599,2,01/01/2013,0,0,0,a,1,61.561672
18581,390166,1018,3,30/10/2013,1213,1,0,0,0,8979.046
18582,167831,549,6,28/03/2015,444,1,0,0,0,4357.67
18583,358278,829,5,25/07/2014,676,1,0,0,0,5726.8965
18584,112519,1022,6,15/06/2013,763,1,0,0,0,6634.6875
18585,39612,788,6,31/05/2014,1465,1,0,0,0,15183.393
18586,394322,1089,4,27/11/2014,903,1,1,0,0,9633.213
18587,427230,767,5,03/04/2015,0,0,1,b,1,-112.96645
18588,607418,1020,1,07/04/2014,1118,1,0,0,0,8651.134
18589,353702,156,4,05/06/2014,958,1,1,0,0,9865.24
18590,496337,220,3,26/11/2014,691,1,1,0,0,7024.359
18591,99277,494,3,11/12/2013,1061,1,0,0,0,7860.3794
18592,693208,912,2,18/02/2014,681,1,1,0,0,6516.2627
18593,113807,823,3,24/09/2014,480,1,0,0,0,4753.8867
18594,332623,635,6,09/08/2014,224,1,0,0,0,2062.901
18595,182245,199,2,17/09/2013,436,1,0,0,0,4479.446
18596,105256,819,2,30/12/2014,573,1,0,0,1,5805.907
18597,596171,693,1,17/06/2013,786,1,1,0,0,8946.471
18598,360038,383,5,27/12/2013,2396,1,0,0,1,18432.89
18599,640556,732,7,14/07/2013,679,1,0,0,0,5668.159
18600,635968,640,1,26/01/2015,970,1,1,0,0,13215.237
18601,230636,65,6,06/07/2013,274,1,0,0,0,2695.8396
18602,257359,238,3,01/07/2015,1327,1,1,0,1,10178.937
18603,333461,873,4,17/04/2014,658,1,1,0,0,7021.817
18604,551520,460,1,07/10/2013,520,1,1,0,0,6586.056
18605,166274,780,6,24/01/2015,287,1,0,0,0,2576.1687
18606,158108,21,7,05/01/2014,0,0,0,0,0,-57.209297
18607,265125,44,2,07/07/2015,573,1,0,0,0,5025.5234
18608,519211,19,3,12/02/2014,565,1,0,0,0,4868.375
18609,596427,875,6,25/01/2014,358,1,0,0,0,3357.1794
18610,337834,1089,3,17/12/2014,1183,1,1,0,0,12679.648
18611,683463,570,4,17/04/2014,877,1,1,0,1,7261.6064
18612,538272,676,6,22/11/2014,1252,1,0,0,0,8527.254
18613,294781,712,5,18/01/2013,539,1,0,0,0,5448.288
18614,56223,127,6,04/01/2014,758,1,0,0,0,6653.2617
18615,156311,548,5,25/04/2014,339,1,0,0,1,3975.6343
18616,479378,408,7,13/04/2014,0,0,0,0,0,12.920522
18617,375562,185,7,15/09/2013,0,0,0,0,0,1.3083673
18618,266537,599,6,27/09/2014,1064,1,0,0,0,9796.606
18619,295517,288,4,12/09/2013,494,1,1,0,0,5680.7373
18620,595242,303,2,16/12/2014,936,1,1,0,0,9636.324
18621,524299,224,1,24/06/2013,376,1,0,0,0,4134.435
18622,258939,541,7,25/05/2014,0,0,0,0,0,212.04312
18623,550196,818,1,17/02/2014,898,1,1,0,0,9321.275
18624,516601,340,2,02/06/2015,818,1,1,0,0,8733.609
18625,582362,962,1,02/02/2015,1191,1,1,0,0,11445.761
18626,617954,321,2,12/03/2013,348,1,0,0,0,3397.1245
18627,187611,361,3,09/01/2013,627,1,1,0,0,6442.595
18628,262217,145,6,20/04/2013,1111,1,0,0,0,7141.9775
18629,291942,1017,1,01/04/2013,0,0,0,b,1,51.444744
18630,642407,170,7,20/04/2014,0,0,0,0,0,9.521583
18631,621198,580,3,23/01/2013,1515,1,1,0,0,10676.883
18632,310013,35,6,22/03/2014,632,1,0,0,0,6495.905
18633,455897,348,2,26/11/2013,713,1,0,0,0,6911.452
18634,607816,1100,2,06/08/2013,642,1,0,0,1,4685.101
18635,439711,493,5,28/02/2014,887,1,0,0,0,7269.413
18636,180710,776,4,11/09/2014,452,1,0,0,0,3888.0383
18637,530642,416,2,01/04/2014,1659,1,1,0,0,13623.719
18638,232334,451,1,03/11/2014,506,1,1,0,0,6227.242
18639,176887,1032,5,26/07/2013,825,1,0,0,1,6510.056
18640,482802,732,3,03/07/2013,959,1,1,0,1,9086.638
18641,228995,548,4,15/01/2015,408,1,1,0,0,5464.869
18642,540423,651,4,28/02/2013,828,1,0,0,0,6847.376
18643,245840,637,1,19/08/2013,624,1,0,0,1,6294.304
18644,81986,881,5,11/07/2014,547,1,0,0,1,4666.045
18645,689110,286,4,30/10/2014,576,1,0,0,0,5688.6064
18646,344622,236,2,15/10/2013,798,1,0,0,0,7004.914
18647,253036,1011,5,20/09/2013,717,1,0,0,0,6511.7437
18648,141326,1063,2,05/02/2013,567,1,1,0,0,5678.747
18649,214373,504,4,23/07/2015,831,1,0,0,1,6088.5576
18650,352469,482,4,31/07/2014,968,1,1,0,1,8785.982
18651,98417,350,3,26/03/2014,414,1,0,0,0,4619.2783
18652,54806,370,2,28/04/2015,634,1,1,0,0,8405.108
18653,453233,1078,4,28/05/2015,455,1,0,0,1,4703.5894
18654,412823,782,1,30/12/2013,686,1,0,0,1,6648.3438
18655,307089,8,7,27/04/2014,0,0,0,0,0,-66.006645
18656,453428,513,2,26/05/2015,2185,1,0,0,1,18155.225
18657,60060,201,2,12/11/2013,330,1,0,0,0,3385.907
18658,157124,253,7,17/02/2013,0,0,0,0,0,257.3941
18659,222390,233,4,18/09/2014,1000,1,1,0,0,9123.475
18660,298171,148,6,30/11/2013,936,1,0,0,0,9103.762
18661,239562,692,7,26/07/2015,0,0,0,0,0,147.73038
18662,87351,715,3,14/08/2013,914,1,1,0,1,8868.201
18663,236578,715,3,25/02/2015,644,1,0,0,0,6133.2217
18664,384628,1005,2,14/01/2014,918,1,0,0,0,5819.3135
18665,686110,951,1,17/03/2014,836,1,1,0,0,9524.117
